Topic,Title,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
,Pop-up panel (TBA #3),2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Is there a topic missing from the program that you'd like to see covered? Attendees you'd like to hear from? Here's your chance. Propose a topic and speakers for one of several sessions that will be held Saturday afternoon. Attendees will vote on all the proposals, and the top vote-getters will be held. For more information and to propose a panel or vote, go to https://ire.org/conferences/ire-2015/pop-up-panels/.
",Franklin 5&6,False
,Membership meeting,2015-06-06,6:00 p.m.,2015-06-06,6:30 p.m.,False,,Salon A/B & F,False
,Board of director/contest committee voting ends,2015-06-06,6:30 p.m.,2015-06-06,6:30 p.m.,False,,See printed schedule for room information,False
,Announcement of election results for IRE Board of Directors and Contest Committee,2015-06-06,6:45 p.m.,2015-06-06,7:00 p.m.,False,,Salon A/B & F,False
,Closing reception,2015-06-06,7:00 p.m.,2015-06-06,8:30 p.m.,False,"Join us for a closing reception from 7 - 8:30 p.m. and enjoy one last evening of catching up with old and new friends, speakers and colleagues.  
Hors d' oeuvres and a cash bar will be available. Conference name tags are required for entry.
","Salon C-D, E",False
,IRE Sales Table (Sunday),2015-06-07,8:30 a.m.,2015-06-07,10:30 a.m.,False,"Stop by the IRE sales table and take a look at our merchandise. We will be selling books, the large selection of titles we carry will certainly include your interests. All proceeds from your purchase help support IRE and its mission.  Sales will be located on the 4th floor of the Philadelphia Marriott Downtown.
",Franklin Hall Foyer,False
,Data and docs,2015-06-07,9:00 a.m.,2015-06-07,10:00 a.m.,False,"Megan Luther - Move beyond anecdotes and he-said, she-said journalism with data and documents. Advice on developing a documents state of mind, navigating public records, understanding records retention schedules, exploring key records on a variety of beats, and becoming familiar with key data sets to produce high-impact local stories.
 | URL: http://ire.org/events-and-training/event/1574/2009/",Franklin 3&4,False
,The Web for investigators,2015-06-07,9:00 a.m.,2015-06-07,10:00 a.m.,False,"Mark Horvit - What reporters and editors need to know. From better search techniques to the invisible Web, how to find documents and databases on deadline and where to find reliable websites for enterprise stories. The craft of better searching and not wasting time. Handling issues of credibility and ethics online.
 | URL: http://ire.org/events-and-training/event/1574/2008/",Franklin 1&2,False
,Web scraping for anyone (repeat session),2015-06-07,9:00 a.m.,2015-06-07,10:00 a.m.,False,"Matt Wynn - You don't have to write code to coax data off the web - with some clicks and tricks and elbow grease, you can get data and documents even your sources don't want you to have. We'll cover tools you can use out of the box, more advanced techniques, plus secret Internet passageways to the data you want.
 | URL: http://ire.org/events-and-training/event/1574/2056/",Room 404,False
,"Whose truth? Evaluate experts, recognize junk, tell better science & environmental stories",2015-06-07,9:00 a.m.,2015-06-07,12:20 p.m.,False,"Elissa Yancey - Want to find new ways to make your audience hungry for science and environmental stories? Then come to a three-hour workshop that helps you sift through the science and the anti-science and gives you practical ideas to help you ramp up your science and environmental storytelling.
We will examine the relevance of science and environmental journalism in your reporting world, see how the same scientific study can be spun by different sources and explore how to find the most appropriate balance of sources that will boost your stories' impact.
Do you shy away from stories about science? Worry about making global climate stories fit with local coverage? Struggle with making your audience care about big science and environmental topics? Come to this session to for tips, best practices and advice, plus an open forum for discussion and analysis.
 | URL: http://ire.org/events-and-training/event/1574/2111/",Franklin 9&10,False
spreadsheets,Advanced Excel functions (repeat session),2015-06-07,9:00 a.m.,2015-06-07,10:00 a.m.,False,"Liz Lucas - Learn about advanced tricks in Excel that will blow your mind and give you control over your data like never before. Is the government giving you dirty records, or hassling you about how they are formatted? Do you wish there was a column that told you ""X"" and find yourself manually typing it in?  Never again!  Learn ways to free yourself from such trivial restraints and work your magic over columns and rows like a pro.
 | URL: http://ire.org/events-and-training/event/1574/2041/",Room 401,False
,Get the IRE edge,2015-06-07,9:00 a.m.,2015-06-07,10:00 a.m.,False,"Alex Richards, Lauren Grandestaff, Sarah Hutchins - You've likely heard a journalist (or two) at this conference say that they wouldn't be where they were today without IRE. Come to this session to learn how to use your IRE membership to help your reporting stand out from the pack. From audio to tipsheets and more, we've got you covered. Also learn about how IRE and NICAR staff can help you analyze data for your next sweeps story or major project.
 | URL: http://ire.org/events-and-training/event/1574/2113/",Franklin 7,False
,Using hypotheses: The core of investigative method,2015-06-07,10:10 a.m.,2015-06-07,11:10 a.m.,False,"Luuk Sengers - In Story-Based Inquiry, an investigation begins with a hypothesis. This is an answer to the question “What do you think that happened?” In this session participants will learn to explore possible story angles, and to rephrase them as concrete events that can be verified. Knowing what you are looking for increases your chances of discovering it. A hypothesis also makes it easier to co-operate in a team and to “sell” an idea to editors or clients.
 | URL: http://ire.org/events-and-training/event/1574/2107/",Franklin 3&4,False
,Finding the story: Workplace safety,2015-06-07,10:10 a.m.,2015-06-07,11:10 a.m.,False,"Jaimi Dowdell - In this hands-on session we'll explore online, searchable data to help you dig into workplace safety. You'll come away with plenty of ideas for stories you can do in your own community. Experience with spreadsheets is helpful but not necessary.
 | URL: http://ire.org/events-and-training/event/1574/2042/",Room 401,False
,DocumentCloud: Examples and suggestions (Sponsored by Knight Foundation),2015-06-07,10:10 a.m.,2015-06-07,11:10 a.m.,False,"Ted Han, Anthony DeBarros - Are you a DocumentCloud power user or interested in some of the deeper features of the platform, such as its API, responsive embeds and new WordPress support? This informal session is designed to answer your questions and let us hear from you on features you'd like to see in the platform.
 | URL: http://ire.org/events-and-training/event/1574/2017/",Franklin 7,False
,Career roundtable,2015-06-07,10:10 a.m.,2015-06-07,11:10 a.m.,False,"David Cay Johnston, Ellen Gabler, Manny Garcia, Josh Meyer, Jill Riepenhoff, Stephen Stock, Nicole Vap, Mark Horvit - **Moderated by Mark Horvit, IRE/NICAR
Looking for advice on how to take the next step in your career? Get practical tips from panelists who will talk about their own experiences and discuss what employers are looking for.
 | URL: http://ire.org/events-and-training/event/1574/2106/",Franklin 1&2,False
spreadsheets,Cleaning up data with OpenRefine (repeat session),2015-06-07,10:10 a.m.,2015-06-07,11:10 a.m.,False,"Denise Malan - Learn to take filthy, stinking, messy data from an unhelpful government agency and transform it into something useful with the help of OpenRefine. If you often have to scrub and standardize huge spreadsheets, but you haven't delved into regular expressions, this program will change your life.
This session will be most useful if: You have some experience working with data in columns and rows, in spreadsheets or database managers.
 | URL: http://ire.org/events-and-training/event/1574/2057/",Room 404,False
,Liberating data from PDFs (repeat session),2015-06-07,11:20 a.m.,2015-06-07,12:20 p.m.,False,"David Herzog - Want to stick it to government bureaucrats that think they'll foil your investigation by turning over public data in PDFs? Show them who's boss by turning nasty PDFs into usable data. This session is good for PDF newbies.
 | URL: http://ire.org/events-and-training/event/1574/2043/",Room 401,False
command line,Command line fundamentals for journalists,2015-06-07,11:20 a.m.,2015-06-07,12:20 p.m.,False,"Alex Richards - In this session, we'll take a tour of your computer's command line, covering some basic ways to put it to work for you. While the session will be based in a Mac lab, we'll also talk about how to make the most of similar setups on other systems. 
 | URL: http://ire.org/events-and-training/event/1574/2058/",Room 404,False
,Investigating fraud,2015-06-07,11:20 a.m.,2015-06-07,12:20 p.m.,False,"Roddy Boyd - Proving corporate fraud is usually the work of a judge and jury but the indicators of looming migraines, especially for publicly traded companies, are almost always found in ""plain sight,"" within the public legal and financial filings. Armed with nearly unimpeachable source documents--i.e. what corporate executives have personally signed off on--your reporting on publicly traded companies can be instantly transformed into something much deeper and relevant.
 | URL: http://ire.org/events-and-training/event/1574/2015/",Franklin 1&2,False
,Mastering timelines: The royal road to a successful project,2015-06-07,11:20 a.m.,2015-06-07,12:20 p.m.,False,"Luuk Sengers - In Story-Based Inquiry, the hypothesis accounts for the principal event. But something must have happened first, to make that event possible. And after the event occurs, there will be further events and consequences. In this session participants will learn how to use their imaginations to construct a hypothetical chain of events (timeline or scenario), which can be used to guide investigators toward sources and documents with a high degree of accuracy.
 | URL: http://ire.org/events-and-training/event/1574/2108/",Franklin 3&4,False
